id,comp_id,formatted_date,season,week,venue,venue_id,venue_city,status,timer,time,localteam_id,localteam_name,localteam_score,visitorteam_id,visitorteam_name,visitorteam_score,ht_score,ft_score,et_score,penalty_local,penalty_visitor,events
2212176,1102,09.09.2017,2017/2018,6,Regenboogstadion (Waregem),87789,Waregem,FT,,18:30,6930,Zulte-Waregem,2,6813,Kortrijk,2,[1-2],[2-2],,,,"[{'id': '23268271', 'type': 'goal', 'minute': '14', 'extra_min': '', 'team': 'visitorteam', 'player': 'T. Chevalier', 'player_id': '44789', 'assist': 'S. de Smet', 'assist_id': '13146', 'result': '[0-1]'}, {'id': '23268272', 'type': 'goal', 'minute': '15', 'extra_min': '', 'team': 'localteam', 'player': 'P. Olayinka', 'player_id': '274253', 'assist': '', 'assist_id': '', 'result': '[1-1]'}, {'id': '23268273', 'type': 'yellowcard', 'minute': '18', 'extra_min': '', 'team': 'localteam', 'player': 'T. Derijck', 'player_id': '2257', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23268274', 'type': 'goal', 'minute': '40', 'extra_min': '', 'team': 'visitorteam', 'player': 'B. Kumordzi', 'player_id': '18807', 'assist': '', 'assist_id': '', 'result': '[1-2]'}, {'id': '23268275', 'type': 'pen miss', 'minute': '42', 'extra_min': '', 'team': 'localteam', 'player': 'T. Derijck', 'player_id': '2257', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23268276', 'type': 'goal', 'minute': '49', 'extra_min': '', 'team': 'localteam', 'player': 'O. Kaya', 'player_id': '2136', 'assist': '', 'assist_id': '', 'result': '[2-2]'}, {'id': '23268277', 'type': 'yellowcard', 'minute': '53', 'extra_min': '', 'team': 'visitorteam', 'player': 'A. van Loo', 'player_id': '20824', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23268278', 'type': 'yellowcard', 'minute': '58', 'extra_min': '', 'team': 'visitorteam', 'player': 'S. de Smet', 'player_id': '13146', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23268279', 'type': 'yellowcard', 'minute': '70', 'extra_min': '', 'team': 'localteam', 'player': 'S. Coopman', 'player_id': '296548', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '232682710', 'type': 'subst', 'minute': '78', 'extra_min': '', 'team': 'localteam', 'player': 'A. Leya', 'player_id': '314099', 'assist': 'N. De Pauw', 'assist_id': '13668', 'result': ''}, {'id': '232682711', 'type': 'subst', 'minute': '79', 'extra_min': '', 'team': 'visitorteam', 'player': 'E. Rolland', 'player_id': '170457', 'assist': ""K. D'Haene"", 'assist_id': '135686', 'result': ''}, {'id': '232682712', 'type': 'subst', 'minute': '79', 'extra_min': '', 'team': 'visitorteam', 'player': 'J. Stojanovic', 'player_id': '170112', 'assist': 'S. de Smet', 'assist_id': '13146', 'result': ''}, {'id': '232682713', 'type': 'yellowcard', 'minute': '81', 'extra_min': '', 'team': 'visitorteam', 'player': 'E. Rolland', 'player_id': '170457', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '232682714', 'type': 'subst', 'minute': '81', 'extra_min': '', 'team': 'visitorteam', 'player': 'L. Rougeaux', 'player_id': '247911', 'assist': 'A. van Loo', 'assist_id': '20824', 'result': ''}, {'id': '232682715', 'type': 'subst', 'minute': '83', 'extra_min': '', 'team': 'localteam', 'player': 'M. Baudry', 'player_id': '205722', 'assist': 'G. de Mets', 'assist_id': '12923', 'result': ''}, {'id': '232682716', 'type': 'subst', 'minute': '90', 'extra_min': '', 'team': 'localteam', 'player': 'I. Saponjic', 'player_id': '317305', 'assist': 'S. Coopman', 'assist_id': '296548', 'result': ''}]"
2212272,1102,09.12.2017,2017/2018,18,Versluys Arena  (Oostende),85036,Oostende,FT,,17:00,6844,KV Oostende,0,6833,Mechelen,1,[0-1],[0-1],,,,"[{'id': '23650871', 'type': 'goal', 'minute': '40', 'extra_min': '', 'team': 'visitorteam', 'player': 'M. Rits', 'player_id': '99420', 'assist': 'T. Matthys', 'assist_id': '13555', 'result': '[0-1]'}, {'id': '23650872', 'type': 'yellowcard', 'minute': '45', 'extra_min': '', 'team': 'localteam', 'player': 'A. Bjelica', 'player_id': '302163', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23650873', 'type': 'yellowcard', 'minute': '47', 'extra_min': '', 'team': 'visitorteam', 'player': 'L. Paulussen', 'player_id': '89956', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23650874', 'type': 'subst', 'minute': '55', 'extra_min': '', 'team': 'visitorteam', 'player': 'D. Kolovos', 'player_id': '148990', 'assist': 'T. Matthys', 'assist_id': '13555', 'result': ''}, {'id': '23650875', 'type': 'subst', 'minute': '66', 'extra_min': '', 'team': 'localteam', 'player': 'J. Akpala', 'player_id': '13460', 'assist': 'K. Vandendriessche', 'assist_id': '169836', 'result': ''}, {'id': '23650876', 'type': 'subst', 'minute': '75', 'extra_min': '', 'team': 'visitorteam', 'player': 'S. Ganvoula', 'player_id': '345401', 'assist': 'N. Pedersen', 'assist_id': '26789', 'result': ''}, {'id': '23650877', 'type': 'subst', 'minute': '75', 'extra_min': '', 'team': 'localteam', 'player': 'Z. Gano', 'player_id': '182709', 'assist': 'R. Bushiri', 'assist_id': '489027', 'result': ''}, {'id': '23650878', 'type': 'subst', 'minute': '84', 'extra_min': '', 'team': 'localteam', 'player': 'R. Rezaeian', 'player_id': '111916', 'assist': 'A. Bjelica', 'assist_id': '302163', 'result': ''}, {'id': '23650879', 'type': 'subst', 'minute': '85', 'extra_min': '', 'team': 'visitorteam', 'player': 'A. Kawaya', 'player_id': '259669', 'assist': 'B. H. Bandé', 'assist_id': '489072', 'result': ''}, {'id': '236508710', 'type': 'yellowcard', 'minute': '90', 'extra_min': '4', 'team': 'visitorteam', 'player': 'A. Kawaya', 'player_id': '259669', 'assist': '', 'assist_id': '', 'result': ''}]"
2212271,1102,09.12.2017,2017/2018,18,Luminus Arena (Genk),82604,Genk,FT,,19:00,6775,Genk,1,6768,AS Eupen,1,[1-1],[1-1],,,,"[{'id': '23652121', 'type': 'goal', 'minute': '41', 'extra_min': '', 'team': 'localteam', 'player': 'E. Zhegrova', 'player_id': '492392', 'assist': 'A. Pozuelo', 'assist_id': '151961', 'result': '[1-0]'}, {'id': '23652122', 'type': 'goal', 'minute': '44', 'extra_min': '', 'team': 'visitorteam', 'player': 'L. Garcia', 'player_id': '3261', 'assist': '', 'assist_id': '', 'result': '[1-1]'}, {'id': '23652123', 'type': 'yellowcard', 'minute': '49', 'extra_min': '', 'team': 'visitorteam', 'player': 'M. Leye', 'player_id': '13616', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23652124', 'type': 'yellowcard', 'minute': '60', 'extra_min': '', 'team': 'visitorteam', 'player': 'M. Tirpan', 'player_id': '202469', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23652125', 'type': 'yellowcard', 'minute': '65', 'extra_min': '', 'team': 'localteam', 'player': 'J. Maehle', 'player_id': '449126', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23652126', 'type': 'subst', 'minute': '66', 'extra_min': '', 'team': 'localteam', 'player': 'L. Trossard', 'player_id': '155109', 'assist': 'T. Buffel', 'assist_id': '827', 'result': ''}, {'id': '23652127', 'type': 'yellowcard', 'minute': '69', 'extra_min': '', 'team': 'visitorteam', 'player': 'A. Afif', 'player_id': '343739', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23652128', 'type': 'subst', 'minute': '72', 'extra_min': '', 'team': 'localteam', 'player': 'M. Ingvartsen', 'player_id': '269934', 'assist': 'E. Zhegrova', 'assist_id': '492392', 'result': ''}, {'id': '23652129', 'type': 'subst', 'minute': '75', 'extra_min': '', 'team': 'visitorteam', 'player': 'N. Schouterden', 'player_id': '53857', 'assist': 'A. Afif', 'assist_id': '343739', 'result': ''}, {'id': '236521210', 'type': 'subst', 'minute': '77', 'extra_min': '', 'team': 'localteam', 'player': 'A. Khammas', 'player_id': '489028', 'assist': 'J. Uronen', 'assist_id': '134996', 'result': ''}, {'id': '236521211', 'type': 'yellowcard', 'minute': '80', 'extra_min': '', 'team': 'visitorteam', 'player': 'N. Schouterden', 'player_id': '53857', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '236521212', 'type': 'subst', 'minute': '82', 'extra_min': '', 'team': 'visitorteam', 'player': 'D. Diagne', 'player_id': '247077', 'assist': 'J. Amani', 'assist_id': '448394', 'result': ''}, {'id': '236521213', 'type': 'yellowcard', 'minute': '83', 'extra_min': '', 'team': 'visitorteam', 'player': 'D. Diagne', 'player_id': '247077', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '236521214', 'type': 'yellowcard', 'minute': '84', 'extra_min': '', 'team': 'localteam', 'player': 'S. Schrijvers', 'player_id': '215353', 'assist': '', 'assist_id': '', 'result': ''}]"
2212273,1102,09.12.2017,2017/2018,18,Bosuilstadion (Deurne),87792,Deurne,FT,,19:00,6741,Antwerp,1,6850,Royal Excel Mouscron,0,[0-0],[1-0],,,,"[{'id': '23651001', 'type': 'yellowcard', 'minute': '2', 'extra_min': '', 'team': 'visitorteam', 'player': 'L. Mutambala', 'player_id': '342129', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23651002', 'type': 'yellowcard', 'minute': '11', 'extra_min': '', 'team': 'visitorteam', 'player': 'S. Amallah', 'player_id': '409847', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23651003', 'type': 'yellowcard', 'minute': '15', 'extra_min': '', 'team': 'localteam', 'player': 'A. Corryn', 'player_id': '242945', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23651004', 'type': 'yellowcard', 'minute': '41', 'extra_min': '', 'team': 'localteam', 'player': 'G. Hairemans', 'player_id': '89765', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23651005', 'type': 'yellowcard', 'minute': '43', 'extra_min': '', 'team': 'visitorteam', 'player': 'O. Govea', 'player_id': '289439', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23651006', 'type': 'subst', 'minute': '63', 'extra_min': '', 'team': 'localteam', 'player': 'I. Rodrigues', 'player_id': '214895', 'assist': 'S. Limbombe', 'assist_id': '308253', 'result': ''}, {'id': '23651007', 'type': 'subst', 'minute': '66', 'extra_min': '', 'team': 'localteam', 'player': 'S. Yatabare', 'player_id': '74658', 'assist': 'A. Corryn', 'assist_id': '242945', 'result': ''}, {'id': '23651008', 'type': 'yellowcard', 'minute': '69', 'extra_min': '', 'team': 'localteam', 'player': 'D. Batubinsika', 'player_id': '314384', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23651009', 'type': 'goal', 'minute': '71', 'extra_min': '', 'team': 'localteam', 'player': 'F. Haroun', 'player_id': '13742', 'assist': '', 'assist_id': '', 'result': '[1-0]'}, {'id': '236510010', 'type': 'subst', 'minute': '80', 'extra_min': '', 'team': 'visitorteam', 'player': 'Y. Mbombo', 'player_id': '296904', 'assist': 'D. Rotariu', 'assist_id': '276465', 'result': ''}, {'id': '236510011', 'type': 'subst', 'minute': '80', 'extra_min': '', 'team': 'visitorteam', 'player': 'S. Locigno', 'player_id': '215331', 'assist': 'M. Vojvoda', 'assist_id': '355445', 'result': ''}, {'id': '236510012', 'type': 'subst', 'minute': '88', 'extra_min': '', 'team': 'localteam', 'player': 'R. Jaadi', 'player_id': '215352', 'assist': 'J. Ardaiz', 'assist_id': '434702', 'result': ''}, {'id': '236510013', 'type': 'yellowcard', 'minute': '90', 'extra_min': '1', 'team': 'localteam', 'player': 'J. Van Damme', 'player_id': '4587', 'assist': '', 'assist_id': '', 'result': ''}]"
2212270,1102,09.12.2017,2017/2018,18,GHELAMCO-arena (Gent),16277,Gent,FT,,19:30,6776,Gent,2,6813,Kortrijk,1,[2-1],[2-1],,,,"[{'id': '23664661', 'type': 'goal', 'minute': '7', 'extra_min': '', 'team': 'visitorteam', 'player': 'T. Chevalier', 'player_id': '44789', 'assist': 'I. Ouali', 'assist_id': '13599', 'result': '[0-1]'}, {'id': '23664662', 'type': 'goal', 'minute': '10', 'extra_min': '', 'team': 'localteam', 'player': 'R. Yaremchuk', 'player_id': '235896', 'assist': 'S. Gigot', 'assist_id': '281344', 'result': '[1-1]'}, {'id': '23664663', 'type': 'goal', 'minute': '27', 'extra_min': '', 'team': 'localteam', 'player': 'Y. Kubo', 'player_id': '156467', 'assist': 'R. Yaremchuk', 'assist_id': '235896', 'result': '[2-1]'}, {'id': '23664664', 'type': 'yellowcard', 'minute': '52', 'extra_min': '', 'team': 'visitorteam', 'player': 'E. Makarenko', 'player_id': '136350', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23664665', 'type': 'subst', 'minute': '68', 'extra_min': '', 'team': 'localteam', 'player': 'K. Saief', 'player_id': '172140', 'assist': 'S. Kalu', 'assist_id': '437251', 'result': ''}, {'id': '23664666', 'type': 'subst', 'minute': '69', 'extra_min': '', 'team': 'visitorteam', 'player': 'S. de Smet', 'player_id': '13146', 'assist': 'I. Ouali', 'assist_id': '13599', 'result': ''}, {'id': '23664667', 'type': 'subst', 'minute': '69', 'extra_min': '', 'team': 'localteam', 'player': 'N. Dussenne', 'player_id': '129319', 'assist': 'S. Mitrovic', 'assist_id': '120110', 'result': ''}, {'id': '23664668', 'type': 'subst', 'minute': '80', 'extra_min': '', 'team': 'visitorteam', 'player': 'J. Stojanovic', 'player_id': '170112', 'assist': 'J. Perbet', 'assist_id': '13462', 'result': ''}, {'id': '23664669', 'type': 'subst', 'minute': '84', 'extra_min': '', 'team': 'localteam', 'player': 'T. Foket', 'player_id': '240174', 'assist': 'M. Simon', 'assist_id': '298167', 'result': ''}, {'id': '236646610', 'type': 'yellowcard', 'minute': '90', 'extra_min': '1', 'team': 'localteam', 'player': 'B. Dejaegere', 'player_id': '143891', 'assist': '', 'assist_id': '', 'result': ''}]"
2212177,1102,10.09.2017,2017/2018,6,GHELAMCO-arena (Gent),16277,Gent,FT,,12:30,6776,Gent,1,6775,Genk,1,[1-0],[1-1],,,,"[{'id': '23273211', 'type': 'yellowcard', 'minute': '1', 'extra_min': '', 'team': 'visitorteam', 'player': 'S. Berge', 'player_id': '398474', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23273212', 'type': 'yellowcard', 'minute': '23', 'extra_min': '', 'team': 'visitorteam', 'player': 'C. Mata', 'player_id': '222237', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23273213', 'type': 'yellowcard', 'minute': '28', 'extra_min': '', 'team': 'localteam', 'player': 'N. Dussenne', 'player_id': '129319', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23273214', 'type': 'goal', 'minute': '35', 'extra_min': '', 'team': 'localteam', 'player': 'D. Milicevic (pen.)', 'player_id': '37440', 'assist': '', 'assist_id': '', 'result': '[1-0]'}, {'id': '23273215', 'type': 'yellowcard', 'minute': '40', 'extra_min': '', 'team': 'localteam', 'player': 'D. Machado', 'player_id': '320617', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23273216', 'type': 'yellowcard', 'minute': '41', 'extra_min': '', 'team': 'localteam', 'player': 'A. Esiti', 'player_id': '267300', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23273217', 'type': 'subst', 'minute': '46', 'extra_min': '', 'team': 'localteam', 'player': 'D. Bronn', 'player_id': '327921', 'assist': 'D. Milicevic', 'assist_id': '37440', 'result': ''}, {'id': '23273218', 'type': 'subst', 'minute': '46', 'extra_min': '', 'team': 'visitorteam', 'player': 'J. Maehle', 'player_id': '449126', 'assist': 'C. Mata', 'assist_id': '222237', 'result': ''}, {'id': '23273219', 'type': 'subst', 'minute': '74', 'extra_min': '', 'team': 'localteam', 'player': 'Y. Kubo', 'player_id': '156467', 'assist': 'M. Simon', 'assist_id': '298167', 'result': ''}, {'id': '232732110', 'type': 'subst', 'minute': '80', 'extra_min': '', 'team': 'visitorteam', 'player': 'E. Zhegrova', 'player_id': '492392', 'assist': 'R. Malinovsky', 'assist_id': '', 'result': ''}, {'id': '232732111', 'type': 'subst', 'minute': '86', 'extra_min': '', 'team': 'localteam', 'player': 'F. Andrijasevic', 'player_id': '131098', 'assist': 'B. Dejaegere', 'assist_id': '143891', 'result': ''}, {'id': '232732112', 'type': 'goal', 'minute': '89', 'extra_min': '', 'team': 'visitorteam', 'player': 'J. Brabec', 'player_id': '80095', 'assist': 'A. Pozuelo', 'assist_id': '151961', 'result': '[1-1]'}, {'id': '232732113', 'type': 'subst', 'minute': '90', 'extra_min': '4', 'team': 'visitorteam', 'player': 'B. Heynen', 'player_id': '410320', 'assist': 'M. Ingvartsen', 'assist_id': '269934', 'result': ''}]"
2212178,1102,10.09.2017,2017/2018,6,Stade Maurice Dufrasne (Liège (Luik)),89045,Luik,FT,,16:00,6894,Standard Liège,0,6751,Sporting Charleroi,0,[0-0],[0-0],,,,"[{'id': '23273221', 'type': 'yellowcard', 'minute': '29', 'extra_min': '', 'team': 'localteam', 'player': 'M. Bokadi', 'player_id': '298223', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23273222', 'type': 'yellowcard', 'minute': '45', 'extra_min': '2', 'team': 'localteam', 'player': 'U. Agbo', 'player_id': '298160', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23273223', 'type': 'yellowcard', 'minute': '54', 'extra_min': '', 'team': 'visitorteam', 'player': 'M. Ilaimaharitra', 'player_id': '259982', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23273224', 'type': 'subst', 'minute': '61', 'extra_min': '', 'team': 'visitorteam', 'player': 'C. Benavente', 'player_id': '180973', 'assist': 'K. Rezaei', 'assist_id': '102746', 'result': ''}, {'id': '23273225', 'type': 'subst', 'minute': '74', 'extra_min': '', 'team': 'localteam', 'player': 'M. Djenepo', 'player_id': '473161', 'assist': 'D. Ndongala', 'assist_id': '196297', 'result': ''}, {'id': '23273226', 'type': 'subst', 'minute': '75', 'extra_min': '', 'team': 'visitorteam', 'player': 'E. Saglik', 'player_id': '89922', 'assist': 'D. Lukebakio', 'assist_id': '324923', 'result': ''}, {'id': '23273227', 'type': 'subst', 'minute': '81', 'extra_min': '', 'team': 'visitorteam', 'player': 'C. Bedia', 'player_id': '319030', 'assist': 'D. Pollet', 'assist_id': '37958', 'result': ''}, {'id': '23273228', 'type': 'subst', 'minute': '81', 'extra_min': '', 'team': 'localteam', 'player': 'L. P. Cavanda', 'player_id': '', 'assist': 'S. Pocognoli', 'assist_id': '9919', 'result': ''}, {'id': '23273229', 'type': 'yellowcard', 'minute': '84', 'extra_min': '', 'team': 'localteam', 'player': 'M. Djenepo', 'player_id': '473161', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '232732210', 'type': 'yellowcard', 'minute': '90', 'extra_min': '1', 'team': 'visitorteam', 'player': 'C. Benavente', 'player_id': '180973', 'assist': '', 'assist_id': '', 'result': ''}]"
2212179,1102,10.09.2017,2017/2018,6,AFAS-stadion Achter de Kazerne (Mechelen (Malines)),89108,Malines,FT,,18:00,6833,Mechelen,1,6844,KV Oostende,1,[0-0],[1-1],,,,"[{'id': '23273231', 'type': 'yellowcard', 'minute': '5', 'extra_min': '', 'team': 'visitorteam', 'player': 'S. Siani', 'player_id': '13549', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23273232', 'type': 'yellowcard', 'minute': '40', 'extra_min': '', 'team': 'localteam', 'player': 'E. Cocalic', 'player_id': '92183', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23273233', 'type': 'subst', 'minute': '46', 'extra_min': '', 'team': 'visitorteam', 'player': 'A. Jali', 'player_id': '88760', 'assist': 'S. Siani', 'assist_id': '13549', 'result': ''}, {'id': '23273234', 'type': 'yellowcard', 'minute': '47', 'extra_min': '', 'team': 'visitorteam', 'player': 'A. Jali', 'player_id': '88760', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23273235', 'type': 'yellowcard', 'minute': '54', 'extra_min': '', 'team': 'localteam', 'player': 'A. Kawaya', 'player_id': '259669', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23273236', 'type': 'subst', 'minute': '56', 'extra_min': '', 'team': 'localteam', 'player': 'B. H. Bande', 'player_id': '', 'assist': 'A. Kawaya', 'assist_id': '259669', 'result': ''}, {'id': '23273237', 'type': 'subst', 'minute': '66', 'extra_min': '', 'team': 'visitorteam', 'player': 'I. Conte', 'player_id': '231996', 'assist': 'F. Canesin', 'assist_id': '190787', 'result': ''}, {'id': '23273238', 'type': 'redcard', 'minute': '68', 'extra_min': '', 'team': 'localteam', 'player': 'F. Rherras', 'player_id': '301168', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23273239', 'type': 'subst', 'minute': '70', 'extra_min': '', 'team': 'localteam', 'player': 'G. Claes', 'player_id': '168759', 'assist': 'Y. Croizet', 'assist_id': '201070', 'result': ''}, {'id': '232732310', 'type': 'goal', 'minute': '71', 'extra_min': '', 'team': 'visitorteam', 'player': 'K. Musona', 'player_id': '88726', 'assist': 'Z. Gano', 'assist_id': '182709', 'result': '[0-1]'}, {'id': '232732311', 'type': 'subst', 'minute': '77', 'extra_min': '', 'team': 'localteam', 'player': 'N. Pedersen', 'player_id': '26789', 'assist': 'S. Ganvoula', 'assist_id': '345401', 'result': ''}, {'id': '232732312', 'type': 'goal', 'minute': '80', 'extra_min': '', 'team': 'localteam', 'player': 'B. H. Bande', 'player_id': '', 'assist': 'T. Matthys', 'assist_id': '13555', 'result': '[1-1]'}, {'id': '232732313', 'type': 'subst', 'minute': '88', 'extra_min': '', 'team': 'visitorteam', 'player': 'J. Akpala', 'player_id': '13460', 'assist': 'F. Berrier', 'assist_id': '44358', 'result': ''}, {'id': '232732314', 'type': 'yellowcard', 'minute': '89', 'extra_min': '', 'team': 'visitorteam', 'player': 'Z. Gano', 'player_id': '182709', 'assist': '', 'assist_id': '', 'result': ''}]"
2212268,1102,10.12.2017,2017/2018,18,Jan Breydelstadion (Brugge),87790,Brugge,FT,,13:30,6752,Club Brugge,3,6829,Lokeren,1,[3-0],[3-1],,,,"[{'id': '23667241', 'type': 'goal', 'minute': '2', 'extra_min': '', 'team': 'localteam', 'player': 'H. Vanaken', 'player_id': '132313', 'assist': 'R. Vormer', 'assist_id': '2206', 'result': '[1-0]'}, {'id': '23667242', 'type': 'goal', 'minute': '11', 'extra_min': '', 'team': 'localteam', 'player': 'B. Poulain', 'player_id': '37828', 'assist': 'R. Vormer', 'assist_id': '2206', 'result': '[2-0]'}, {'id': '23667243', 'type': 'goal', 'minute': '24', 'extra_min': '', 'team': 'localteam', 'player': 'A. Diaby', 'player_id': '129859', 'assist': 'J. Clasie', 'assist_id': '134078', 'result': '[3-0]'}, {'id': '23667244', 'type': 'subst', 'minute': '46', 'extra_min': '', 'team': 'visitorteam', 'player': 'G. Hupperts', 'player_id': '86203', 'assist': 'M. Ticinovic', 'assist_id': '36596', 'result': ''}, {'id': '23667245', 'type': 'goal', 'minute': '59', 'extra_min': '', 'team': 'visitorteam', 'player': 'S. de Ridder', 'player_id': '13580', 'assist': 'G. Hupperts', 'assist_id': '86203', 'result': '[3-1]'}, {'id': '23667246', 'type': 'subst', 'minute': '60', 'extra_min': '', 'team': 'localteam', 'player': 'J. Vanlerberghe', 'player_id': '274387', 'assist': 'A. Limbombe', 'assist_id': '154152', 'result': ''}, {'id': '23667247', 'type': 'subst', 'minute': '60', 'extra_min': '', 'team': 'localteam', 'player': 'L. Refaelov', 'player_id': '56060', 'assist': 'A. Diaby', 'assist_id': '129859', 'result': ''}, {'id': '23667248', 'type': 'subst', 'minute': '72', 'extra_min': '', 'team': 'visitorteam', 'player': 'A. Benchaib', 'player_id': '492308', 'assist': 'T. de Sutter', 'assist_id': '13147', 'result': ''}, {'id': '23667249', 'type': 'subst', 'minute': '74', 'extra_min': '', 'team': 'localteam', 'player': 'E. Dennis', 'player_id': '450289', 'assist': 'Wesley', 'assist_id': '408768', 'result': ''}]"
2212269,1102,10.12.2017,2017/2018,18,Stade Constant Vanden Stock (Bruxelles (Brussel)),87582,Brussel,FT,,17:00,6740,Anderlecht,1,6751,Sporting Charleroi,3,[0-1],[1-3],,,,"[{'id': '23667251', 'type': 'yellowcard', 'minute': '15', 'extra_min': '', 'team': 'localteam', 'player': 'O. Deschacht', 'player_id': '4588', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23667252', 'type': 'goal', 'minute': '16', 'extra_min': '', 'team': 'visitorteam', 'player': 'K. Rezaei (pen.)', 'player_id': '102746', 'assist': '', 'assist_id': '', 'result': '[0-1]'}, {'id': '23667253', 'type': 'subst', 'minute': '29', 'extra_min': '', 'team': 'localteam', 'player': 'L. Teodorczyk', 'player_id': '157470', 'assist': 'A. Trebel', 'assist_id': '169853', 'result': ''}, {'id': '23667254', 'type': 'yellowred', 'minute': '34', 'extra_min': '', 'team': 'localteam', 'player': 'O. Deschacht', 'player_id': '4588', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23667255', 'type': 'subst', 'minute': '46', 'extra_min': '', 'team': 'localteam', 'player': 'Josue Sa', 'player_id': '159061', 'assist': 'P. Gerkens', 'assist_id': '197630', 'result': ''}, {'id': '23667256', 'type': 'yellowcard', 'minute': '50', 'extra_min': '', 'team': 'localteam', 'player': 'U. Spajic', 'player_id': '162620', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23667257', 'type': 'yellowcard', 'minute': '56', 'extra_min': '', 'team': 'visitorteam', 'player': 'M. Ilaimaharitra', 'player_id': '259982', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23667258', 'type': 'goal', 'minute': '60', 'extra_min': '', 'team': 'visitorteam', 'player': 'S. Kums (o.g.)', 'player_id': '56324', 'assist': '', 'assist_id': '', 'result': '[0-2]'}, {'id': '23667259', 'type': 'subst', 'minute': '61', 'extra_min': '', 'team': 'localteam', 'player': 'M. Bruno', 'player_id': '165828', 'assist': 'I. Obradovic', 'assist_id': '45535', 'result': ''}, {'id': '236672510', 'type': 'subst', 'minute': '68', 'extra_min': '', 'team': 'visitorteam', 'player': 'D. Lukebakio', 'player_id': '324923', 'assist': 'M. Fall', 'assist_id': '312180', 'result': ''}, {'id': '236672512', 'type': 'goal', 'minute': '74', 'extra_min': '', 'team': 'visitorteam', 'player': 'C. Benavente', 'player_id': '180973', 'assist': '', 'assist_id': '', 'result': '[0-3]'}, {'id': '236672511', 'type': 'subst', 'minute': '74', 'extra_min': '', 'team': 'visitorteam', 'player': 'A. Baby', 'player_id': '77244', 'assist': 'C. Tainmont', 'assist_id': '71281', 'result': ''}, {'id': '236672513', 'type': 'yellowcard', 'minute': '81', 'extra_min': '', 'team': 'localteam', 'player': 'L. Teodorczyk', 'player_id': '157470', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '236672514', 'type': 'goal', 'minute': '82', 'extra_min': '', 'team': 'localteam', 'player': 'H. Onyekuru', 'player_id': '412581', 'assist': '', 'assist_id': '', 'result': '[1-3]'}, {'id': '236672515', 'type': 'yellowcard', 'minute': '83', 'extra_min': '', 'team': 'visitorteam', 'player': 'A. Baby', 'player_id': '77244', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '236672516', 'type': 'subst', 'minute': '83', 'extra_min': '', 'team': 'visitorteam', 'player': 'C. Bedia', 'player_id': '319030', 'assist': 'K. Rezaei', 'assist_id': '102746', 'result': ''}, {'id': '236672517', 'type': 'yellowred', 'minute': '84', 'extra_min': '', 'team': 'visitorteam', 'player': 'A. Baby', 'player_id': '77244', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '236672518', 'type': 'yellowred', 'minute': '85', 'extra_min': '', 'team': 'localteam', 'player': 'L. Teodorczyk', 'player_id': '157470', 'assist': '', 'assist_id': '', 'result': ''}]"
