id,comp_id,formatted_date,season,week,venue,venue_id,venue_city,status,timer,time,localteam_id,localteam_name,localteam_score,visitorteam_id,visitorteam_name,visitorteam_score,ht_score,ft_score,et_score,penalty_local,penalty_visitor,events
2194735,1102,25.04.2017,,,,,,FT,,18:30,6867,KSV Roeselare,2,6813,Kortrijk,3,[1-2],[2-3],,,,"[{'id': '22928591', 'type': 'goal', 'minute': '11', 'extra_min': '', 'team': 'localteam', 'player': 'L. Van Eenoo', 'player_id': '67268', 'assist': 'D. Brouwers', 'assist_id': '53752', 'result': '[1-0]'}, {'id': '22928592', 'type': 'goal', 'minute': '20', 'extra_min': '', 'team': 'visitorteam', 'player': 'S. de Smet', 'player_id': '13146', 'assist': 'E. Rolland', 'assist_id': '170457', 'result': '[1-1]'}, {'id': '22928593', 'type': 'goal', 'minute': '30', 'extra_min': '', 'team': 'visitorteam', 'player': 'S. de Smet', 'player_id': '13146', 'assist': 'I. Ouali', 'assist_id': '13599', 'result': '[1-2]'}, {'id': '22928594', 'type': 'subst', 'minute': '56', 'extra_min': '', 'team': 'localteam', 'player': 'E. Samijn', 'player_id': '395395', 'assist': 'I. Sawaneh', 'assist_id': '53527', 'result': ''}, {'id': '22928595', 'type': 'yellowcard', 'minute': '57', 'extra_min': '', 'team': 'visitorteam', 'player': 'H. van der Bruggen', 'player_id': '137884', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '22928596', 'type': 'subst', 'minute': '61', 'extra_min': '', 'team': 'visitorteam', 'player': 'V. Kovacevic', 'player_id': '131147', 'assist': 'E. Rolland', 'assist_id': '170457', 'result': ''}, {'id': '22928597', 'type': 'subst', 'minute': '70', 'extra_min': '', 'team': 'visitorteam', 'player': 'J. Stojanovic', 'player_id': '170112', 'assist': 'S. de Smet', 'assist_id': '13146', 'result': ''}, {'id': '22928598', 'type': 'subst', 'minute': '71', 'extra_min': '', 'team': 'localteam', 'player': 'W. Sun', 'player_id': '', 'assist': 'S. Godwin', 'assist_id': '319126', 'result': ''}, {'id': '22928599', 'type': 'subst', 'minute': '81', 'extra_min': '', 'team': 'localteam', 'player': 'M. Cornet', 'player_id': '86070', 'assist': 'B. Schmisser', 'assist_id': '64405', 'result': ''}, {'id': '229285910', 'type': 'subst', 'minute': '82', 'extra_min': '', 'team': 'visitorteam', 'player': 'I. Saadi', 'player_id': '143854', 'assist': 'T. Chevalier', 'assist_id': '44789', 'result': ''}, {'id': '229285911', 'type': 'goal', 'minute': '83', 'extra_min': '', 'team': 'localteam', 'player': 'L. Van Eenoo', 'player_id': '67268', 'assist': 'C. Damman', 'assist_id': '220679', 'result': '[2-2]'}, {'id': '229285912', 'type': 'goal', 'minute': '89', 'extra_min': '', 'team': 'visitorteam', 'player': 'A. Totovytsky', 'player_id': '301161', 'assist': 'J. Stojanovic', 'assist_id': '170112', 'result': '[2-3]'}]"
2194736,1102,25.04.2017,,,,,,FT,,18:30,6894,St. Liege,0,6856,Waasland-Beveren,2,[0-0],[0-2],,,,"[{'id': '22928611', 'type': 'redcard', 'minute': '27', 'extra_min': '', 'team': 'localteam', 'player': 'K. Laifis', 'player_id': '158695', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '22928612', 'type': 'pen miss', 'minute': '28', 'extra_min': '', 'team': 'visitorteam', 'player': 'J. Michel', 'player_id': '127034', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '22928613', 'type': 'yellowcard', 'minute': '29', 'extra_min': '', 'team': 'visitorteam', 'player': 'N. De Schutter', 'player_id': '92502', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '22928614', 'type': 'yellowcard', 'minute': '37', 'extra_min': '', 'team': 'localteam', 'player': 'R. Goreux', 'player_id': '27271', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '22928615', 'type': 'yellowcard', 'minute': '45', 'extra_min': '1', 'team': 'visitorteam', 'player': 'J. Michel', 'player_id': '127034', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '22928616', 'type': 'subst', 'minute': '46', 'extra_min': '', 'team': 'localteam', 'player': 'M. Kosanovic', 'player_id': '137394', 'assist': 'I. Cisse', 'assist_id': '155084', 'result': ''}, {'id': '22928617', 'type': 'goal', 'minute': '53', 'extra_min': '', 'team': 'visitorteam', 'player': 'V. Moren', 'player_id': '94319', 'assist': '', 'assist_id': '', 'result': '[0-1]'}, {'id': '22928618', 'type': 'subst', 'minute': '61', 'extra_min': '', 'team': 'localteam', 'player': 'M. Dossevi', 'player_id': '39351', 'assist': 'D. Ndongala', 'assist_id': '196297', 'result': ''}, {'id': '22928619', 'type': 'subst', 'minute': '70', 'extra_min': '', 'team': 'localteam', 'player': 'R. Marin', 'player_id': '270586', 'assist': 'J. Deom', 'assist_id': '444234', 'result': ''}, {'id': '229286110', 'type': 'subst', 'minute': '76', 'extra_min': '', 'team': 'visitorteam', 'player': 'A. Dhondt', 'player_id': '392072', 'assist': 'J. Michel', 'assist_id': '127034', 'result': ''}, {'id': '229286111', 'type': 'yellowred', 'minute': '78', 'extra_min': '', 'team': 'localteam', 'player': 'R. Goreux', 'player_id': '27271', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '229286112', 'type': 'goal', 'minute': '87', 'extra_min': '', 'team': 'visitorteam', 'player': 'Z. Gano', 'player_id': '182709', 'assist': '', 'assist_id': '', 'result': '[0-2]'}, {'id': '229286113', 'type': 'subst', 'minute': '89', 'extra_min': '', 'team': 'visitorteam', 'player': 'O. Ampomah', 'player_id': '', 'assist': 'A. Cerigioni', 'assist_id': '106712', 'result': ''}]"
2194737,1102,25.04.2017,,,,,,FT,,18:30,6909,St. Gilloise,1,6828,Lierse,3,[0-1],[1-3],,,,"[{'id': '22928601', 'type': 'goal', 'minute': '18', 'extra_min': '', 'team': 'visitorteam', 'player': 'F. Frans', 'player_id': '53868', 'assist': 'F. Kasmi', 'assist_id': '323283', 'result': '[0-1]'}, {'id': '22928602', 'type': 'yellowcard', 'minute': '43', 'extra_min': '', 'team': 'localteam', 'player': 'J. Massengo', 'player_id': '124871', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '22928603', 'type': 'yellowcard', 'minute': '58', 'extra_min': '', 'team': 'visitorteam', 'player': 'M. Elgabas', 'player_id': '', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '22928604', 'type': 'subst', 'minute': '59', 'extra_min': '', 'team': 'localteam', 'player': 'C. Morren', 'player_id': '355099', 'assist': 'P. Baherle', 'assist_id': '95908', 'result': ''}, {'id': '22928605', 'type': 'goal', 'minute': '65', 'extra_min': '', 'team': 'visitorteam', 'player': 'M. Benson', 'player_id': '337057', 'assist': 'M. Elgabas', 'assist_id': '', 'result': '[0-2]'}, {'id': '22928606', 'type': 'subst', 'minute': '66', 'extra_min': '', 'team': 'localteam', 'player': 'M. Fixelles', 'player_id': '413733', 'assist': 'Y. Aguemon', 'assist_id': '204944', 'result': ''}, {'id': '22928607', 'type': 'subst', 'minute': '74', 'extra_min': '', 'team': 'localteam', 'player': 'F. Mombongo-Dues', 'player_id': '53630', 'assist': 'Alves Da Silva', 'assist_id': '68229', 'result': ''}, {'id': '22928608', 'type': 'subst', 'minute': '77', 'extra_min': '', 'team': 'visitorteam', 'player': 'C. Kwateng', 'player_id': '405704', 'assist': 'A. Tahiri', 'assist_id': '323282', 'result': ''}, {'id': '22928609', 'type': 'goal', 'minute': '82', 'extra_min': '', 'team': 'visitorteam', 'player': 'M. Elgabas', 'player_id': '', 'assist': 'B. Diarra', 'assist_id': '299848', 'result': '[0-3]'}, {'id': '229286010', 'type': 'subst', 'minute': '83', 'extra_min': '', 'team': 'visitorteam', 'player': 'S. Bougrine', 'player_id': '405700', 'assist': 'F. Kasmi', 'assist_id': '323283', 'result': ''}, {'id': '229286011', 'type': 'goal', 'minute': '83', 'extra_min': '', 'team': 'localteam', 'player': 'G. Martens', 'player_id': '90075', 'assist': 'M. Fixelles', 'assist_id': '413733', 'result': '[1-3]'}, {'id': '229286012', 'type': 'subst', 'minute': '90', 'extra_min': '1', 'team': 'visitorteam', 'player': 'L. Buysens', 'player_id': '56346', 'assist': 'C. Ankomah', 'assist_id': '397440', 'result': ''}]"
2212164,1102,25.08.2017,2017/2018,5,Guldensporenstadion (Kortrijk),18702,Kortrijk,FT,,18:30,6813,Kortrijk,1,6850,Royal Excel Mouscron,1,[1-0],[1-1],,,,"[{'id': '23220491', 'type': 'goal', 'minute': '5', 'extra_min': '', 'team': 'localteam', 'player': 'J. Stojanovic', 'player_id': '170112', 'assist': 'T. Chevalier', 'assist_id': '44789', 'result': '[1-0]'}, {'id': '23220492', 'type': 'subst', 'minute': '20', 'extra_min': '', 'team': 'visitorteam', 'player': 'B. Godeau', 'player_id': '250667', 'assist': 'J. Huyghebaert', 'assist_id': '29758', 'result': ''}, {'id': '23220493', 'type': 'yellowcard', 'minute': '30', 'extra_min': '', 'team': 'localteam', 'player': 'V. Kovacevic', 'player_id': '131147', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23220494', 'type': 'subst', 'minute': '58', 'extra_min': '', 'team': 'visitorteam', 'player': 'F. Olinga', 'player_id': '260263', 'assist': 'A. Nkaka', 'assist_id': '409845', 'result': ''}, {'id': '23220495', 'type': 'yellowcard', 'minute': '61', 'extra_min': '', 'team': 'localteam', 'player': 'H. van der Bruggen', 'player_id': '137884', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23220496', 'type': 'goal', 'minute': '62', 'extra_min': '', 'team': 'visitorteam', 'player': 'S. Amallah', 'player_id': '409847', 'assist': 'T. Awoniyi', 'assist_id': '319132', 'result': '[1-1]'}, {'id': '23220497', 'type': 'subst', 'minute': '69', 'extra_min': '', 'team': 'localteam', 'player': 'H. Kage', 'player_id': '86003', 'assist': 'T. Chevalier', 'assist_id': '44789', 'result': ''}, {'id': '23220498', 'type': 'subst', 'minute': '69', 'extra_min': '', 'team': 'localteam', 'player': 'S. de Smet', 'player_id': '13146', 'assist': 'J. Stojanovic', 'assist_id': '170112', 'result': ''}, {'id': '23220499', 'type': 'pen miss', 'minute': '74', 'extra_min': '', 'team': 'localteam', 'player': 'H. Kage', 'player_id': '86003', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '232204910', 'type': 'subst', 'minute': '77', 'extra_min': '', 'team': 'localteam', 'player': 'L. Rougeaux', 'player_id': '247911', 'assist': 'B. Kumordzi', 'assist_id': '18807', 'result': ''}, {'id': '232204911', 'type': 'subst', 'minute': '79', 'extra_min': '', 'team': 'visitorteam', 'player': 'A. Palic', 'player_id': '37491', 'assist': 'O. Govea', 'assist_id': '289439', 'result': ''}]"
2212220,1102,25.10.2017,2017/2018,12,Stade Constant Vanden Stock (Bruxelles (Brussel)),87582,Brussel,FT,,18:30,6740,Anderlecht,2,6930,Zulte-Waregem,0,[0-0],[2-0],,,,"[{'id': '23469101', 'type': 'pen miss', 'minute': '68', 'extra_min': '', 'team': 'visitorteam', 'player': 'O. Kaya', 'player_id': '2136', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23469102', 'type': 'subst', 'minute': '69', 'extra_min': '', 'team': 'localteam', 'player': 'H. Harbaoui', 'player_id': '21128', 'assist': 'L. Teodorczyk', 'assist_id': '157470', 'result': ''}, {'id': '23469103', 'type': 'subst', 'minute': '70', 'extra_min': '', 'team': 'localteam', 'player': 'P. Gerkens', 'player_id': '197630', 'assist': 'N. C. Stanciu', 'assist_id': '130620', 'result': ''}, {'id': '23469104', 'type': 'goal', 'minute': '74', 'extra_min': '', 'team': 'localteam', 'player': 'P. Gerkens', 'player_id': '197630', 'assist': '', 'assist_id': '', 'result': '[1-0]'}, {'id': '23469105', 'type': 'goal', 'minute': '78', 'extra_min': '', 'team': 'localteam', 'player': 'H. Harbaoui', 'player_id': '21128', 'assist': '', 'assist_id': '', 'result': '[2-0]'}, {'id': '23469106', 'type': 'yellowcard', 'minute': '78', 'extra_min': '', 'team': 'localteam', 'player': 'H. Harbaoui', 'player_id': '21128', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23469107', 'type': 'subst', 'minute': '79', 'extra_min': '', 'team': 'visitorteam', 'player': 'A. Leya', 'player_id': '314099', 'assist': 'D. de Fauw', 'assist_id': '2431', 'result': ''}, {'id': '23469108', 'type': 'subst', 'minute': '82', 'extra_min': '', 'team': 'localteam', 'player': 'A. Chipciu', 'player_id': '43606', 'assist': 'A. Trebel', 'assist_id': '169853', 'result': ''}, {'id': '23469109', 'type': 'yellowcard', 'minute': '84', 'extra_min': '', 'team': 'visitorteam', 'player': 'S. Walsh', 'player_id': '197625', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '234691010', 'type': 'subst', 'minute': '86', 'extra_min': '', 'team': 'visitorteam', 'player': 'G. Kastanos', 'player_id': '316336', 'assist': 'O. Kaya', 'assist_id': '2136', 'result': ''}]"
2212222,1102,25.10.2017,2017/2018,12,Luminus Arena (Genk),82604,Genk,FT,,18:30,6775,Genk,2,6752,Club Brugge,0,[1-0],[2-0],,,,"[{'id': '23469371', 'type': 'subst', 'minute': '19', 'extra_min': '', 'team': 'localteam', 'player': 'B. Heynen', 'player_id': '410320', 'assist': 'S. Berge', 'assist_id': '398474', 'result': ''}, {'id': '23469372', 'type': 'yellowcard', 'minute': '41', 'extra_min': '', 'team': 'localteam', 'player': 'J. Uronen', 'player_id': '134996', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23469373', 'type': 'goal', 'minute': '43', 'extra_min': '', 'team': 'localteam', 'player': 'R. Malinovsky', 'player_id': '', 'assist': '', 'assist_id': '', 'result': '[1-0]'}, {'id': '23469374', 'type': 'subst', 'minute': '46', 'extra_min': '', 'team': 'visitorteam', 'player': 'E. Dennis', 'player_id': '450289', 'assist': 'Wesley', 'assist_id': '408768', 'result': ''}, {'id': '23469375', 'type': 'yellowcard', 'minute': '60', 'extra_min': '', 'team': 'localteam', 'player': 'M. Ingvartsen', 'player_id': '269934', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23469376', 'type': 'yellowcard', 'minute': '65', 'extra_min': '', 'team': 'visitorteam', 'player': 'M. Nakamba', 'player_id': '281751', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23469377', 'type': 'subst', 'minute': '72', 'extra_min': '', 'team': 'visitorteam', 'player': 'J. Vossen', 'player_id': '9933', 'assist': 'D. Cools', 'assist_id': '343439', 'result': ''}, {'id': '23469378', 'type': 'yellowcard', 'minute': '77', 'extra_min': '', 'team': 'localteam', 'player': 'C. Mata', 'player_id': '222237', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23469379', 'type': 'subst', 'minute': '84', 'extra_min': '', 'team': 'localteam', 'player': 'J. Brabec', 'player_id': '80095', 'assist': 'A. Pozuelo', 'assist_id': '151961', 'result': ''}, {'id': '234693710', 'type': 'subst', 'minute': '86', 'extra_min': '', 'team': 'visitorteam', 'player': 'L. Refaelov', 'player_id': '56060', 'assist': 'M. Nakamba', 'assist_id': '281751', 'result': ''}, {'id': '234693711', 'type': 'goal', 'minute': '90', 'extra_min': '', 'team': 'localteam', 'player': 'M. Samata', 'player_id': '175962', 'assist': '', 'assist_id': '', 'result': '[2-0]'}, {'id': '234693712', 'type': 'goal', 'minute': '90', 'extra_min': '', 'team': 'localteam', 'player': 'C. Mata', 'player_id': '222237', 'assist': '', 'assist_id': '', 'result': '[3-0]'}, {'id': '234693713', 'type': 'subst', 'minute': '90', 'extra_min': '3', 'team': 'localteam', 'player': 'T. Buffel', 'player_id': '827', 'assist': 'M. Ingvartsen', 'assist_id': '269934', 'result': ''}]"
2212226,1102,25.10.2017,2017/2018,12,Freethiel-Stadion (Beveren-Waas),87787,Beveren-Waas,FT,,18:30,6856,Waasland-Beveren,2,6813,Kortrijk,1,[0-0],[2-1],,,,"[{'id': '23466531', 'type': 'yellowcard', 'minute': '21', 'extra_min': '', 'team': 'visitorteam', 'player': 'Y. Attal', 'player_id': '431193', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23466532', 'type': 'yellowcard', 'minute': '34', 'extra_min': '', 'team': 'visitorteam', 'player': 'P. Budkivsky', 'player_id': '158375', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23466533', 'type': 'yellowcard', 'minute': '43', 'extra_min': '', 'team': 'visitorteam', 'player': ""K. D'Haene"", 'player_id': '135686', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23466534', 'type': 'subst', 'minute': '46', 'extra_min': '', 'team': 'localteam', 'player': 'V. Angban', 'player_id': '193385', 'assist': 'J. Cools', 'assist_id': '121509', 'result': ''}, {'id': '23466535', 'type': 'goal', 'minute': '52', 'extra_min': '', 'team': 'visitorteam', 'player': 'P. Budkivsky', 'player_id': '158375', 'assist': ""K. D'Haene"", 'assist_id': '135686', 'result': '[0-1]'}, {'id': '23466536', 'type': 'subst', 'minute': '56', 'extra_min': '', 'team': 'localteam', 'player': 'O. Myny', 'player_id': '338655', 'assist': 'T. Dierckx', 'assist_id': '215350', 'result': ''}, {'id': '23466537', 'type': 'yellowcard', 'minute': '61', 'extra_min': '', 'team': 'localteam', 'player': 'A. Boljevic', 'player_id': '214386', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23466538', 'type': 'goal', 'minute': '71', 'extra_min': '', 'team': 'localteam', 'player': 'I. Seck', 'player_id': '158657', 'assist': 'J. Schryvers', 'assist_id': '', 'result': '[1-1]'}, {'id': '23466539', 'type': 'subst', 'minute': '72', 'extra_min': '', 'team': 'visitorteam', 'player': 'B. Kumordzi', 'player_id': '18807', 'assist': 'T. Chevalier', 'assist_id': '44789', 'result': ''}, {'id': '234665310', 'type': 'yellowcard', 'minute': '79', 'extra_min': '', 'team': 'visitorteam', 'player': 'T. Kaminski', 'player_id': '78469', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '234665311', 'type': 'goal', 'minute': '80', 'extra_min': '', 'team': 'localteam', 'player': 'R. Morioka', 'player_id': '121076', 'assist': 'E. Demir', 'assist_id': '111434', 'result': '[2-1]'}, {'id': '234665312', 'type': 'subst', 'minute': '81', 'extra_min': '', 'team': 'visitorteam', 'player': 'H. Kage', 'player_id': '86003', 'assist': ""K. D'Haene"", 'assist_id': '135686', 'result': ''}, {'id': '234665313', 'type': 'subst', 'minute': '83', 'extra_min': '', 'team': 'visitorteam', 'player': 'J. Perbet', 'player_id': '13462', 'assist': 'H. van der Bruggen', 'assist_id': '137884', 'result': ''}, {'id': '234665314', 'type': 'subst', 'minute': '90', 'extra_min': '3', 'team': 'localteam', 'player': 'M. Caufriez', 'player_id': '409868', 'assist': 'J. Schryvers', 'assist_id': '', 'result': ''}]"
2212257,1102,25.11.2017,2017/2018,16,Bosuilstadion (Deurne),87792,Deurne,FT,,17:00,6741,Antwerp,0,6833,Mechelen,0,[0-0],[0-0],,,,"[{'id': '23576471', 'type': 'yellowcard', 'minute': '4', 'extra_min': '', 'team': 'visitorteam', 'player': 'M. Rits', 'player_id': '99420', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23576472', 'type': 'yellowcard', 'minute': '16', 'extra_min': '', 'team': 'visitorteam', 'player': 'E. Cobbaut', 'player_id': '329201', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23576473', 'type': 'subst', 'minute': '35', 'extra_min': '', 'team': 'visitorteam', 'player': 'L. Paulussen', 'player_id': '89956', 'assist': 'I. Tomecak', 'assist_id': '76543', 'result': ''}, {'id': '23576474', 'type': 'yellowcard', 'minute': '37', 'extra_min': '', 'team': 'localteam', 'player': 'F. Haroun', 'player_id': '13742', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23576475', 'type': 'subst', 'minute': '61', 'extra_min': '', 'team': 'visitorteam', 'player': 'D. Kolovos', 'player_id': '148990', 'assist': 'S. Drazic', 'assist_id': '307312', 'result': ''}, {'id': '23576476', 'type': 'subst', 'minute': '72', 'extra_min': '', 'team': 'localteam', 'player': 'W. Owusu', 'player_id': '115149', 'assist': 'J. Ardaiz', 'assist_id': '434702', 'result': ''}, {'id': '23576477', 'type': 'subst', 'minute': '80', 'extra_min': '', 'team': 'visitorteam', 'player': 'G. Claes', 'player_id': '168759', 'assist': 'M. Rits', 'assist_id': '99420', 'result': ''}, {'id': '23576478', 'type': 'yellowcard', 'minute': '81', 'extra_min': '', 'team': 'localteam', 'player': 'D. Batubinsika', 'player_id': '314384', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23576479', 'type': 'subst', 'minute': '82', 'extra_min': '', 'team': 'localteam', 'player': 'K. Toure', 'player_id': '', 'assist': 'S. Limbombe', 'assist_id': '308253', 'result': ''}, {'id': '235764710', 'type': 'subst', 'minute': '89', 'extra_min': '', 'team': 'localteam', 'player': 'R. Jaadi', 'player_id': '215352', 'assist': 'I. Rodrigues', 'assist_id': '214895', 'result': ''}, {'id': '235764711', 'type': 'yellowcard', 'minute': '90', 'extra_min': '1', 'team': 'visitorteam', 'player': 'E. Cocalic', 'player_id': '92183', 'assist': '', 'assist_id': '', 'result': ''}]"
2212256,1102,25.11.2017,2017/2018,16,Versluys Arena  (Oostende),85036,Oostende,FT,,19:00,6844,KV Oostende,1,6768,AS Eupen,0,[0-0],[1-0],,,,"[{'id': '23577271', 'type': 'yellowcard', 'minute': '35', 'extra_min': '', 'team': 'visitorteam', 'player': 'L. Garcia', 'player_id': '3261', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23577272', 'type': 'goal', 'minute': '58', 'extra_min': '', 'team': 'localteam', 'player': 'H. Ozkan', 'player_id': '334858', 'assist': '', 'assist_id': '', 'result': '[1-0]'}, {'id': '23577273', 'type': 'yellowcard', 'minute': '61', 'extra_min': '', 'team': 'localteam', 'player': 'H. Ozkan', 'player_id': '334858', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23577274', 'type': 'subst', 'minute': '62', 'extra_min': '', 'team': 'visitorteam', 'player': 'N. Schouterden', 'player_id': '53857', 'assist': 'N. Verdier', 'assist_id': '44363', 'result': ''}, {'id': '23577275', 'type': 'subst', 'minute': '71', 'extra_min': '', 'team': 'visitorteam', 'player': 'J. Amani', 'player_id': '448394', 'assist': 'M. Valiente', 'assist_id': '21079', 'result': ''}, {'id': '23577276', 'type': 'subst', 'minute': '72', 'extra_min': '', 'team': 'localteam', 'player': 'R. Zivkovic', 'player_id': '279066', 'assist': 'J. Akpala', 'assist_id': '13460', 'result': ''}, {'id': '23577277', 'type': 'subst', 'minute': '78', 'extra_min': '', 'team': 'localteam', 'player': 'I. Conte', 'player_id': '231996', 'assist': 'F. Canesin', 'assist_id': '190787', 'result': ''}, {'id': '23577278', 'type': 'yellowcard', 'minute': '84', 'extra_min': '', 'team': 'localteam', 'player': 'S. Siani', 'player_id': '13549', 'assist': '', 'assist_id': '', 'result': ''}]"
2212259,1102,25.11.2017,2017/2018,16,Stayen (Sint-Truiden (St.-Trond)),87087,St.-Trond,FT,,19:00,6882,Sint-Truiden,0,6829,Lokeren,0,[0-0],[0-0],,,,"[{'id': '23579821', 'type': 'yellowcard', 'minute': '23', 'extra_min': '', 'team': 'visitorteam', 'player': 'M. Terki', 'player_id': '132312', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23579822', 'type': 'redcard', 'minute': '29', 'extra_min': '', 'team': 'visitorteam', 'player': 'J. K. Rassoul', 'player_id': '409835', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23579823', 'type': 'yellowcard', 'minute': '45', 'extra_min': '1', 'team': 'localteam', 'player': 'F. Antunes', 'player_id': '172861', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23579824', 'type': 'subst', 'minute': '46', 'extra_min': '', 'team': 'localteam', 'player': 'S. Kitsiou', 'player_id': '213970', 'assist': 'C. De Norre', 'assist_id': '319392', 'result': ''}, {'id': '23579825', 'type': 'subst', 'minute': '46', 'extra_min': '', 'team': 'visitorteam', 'player': 'L. Enoh', 'player_id': '312053', 'assist': 'T. de Sutter', 'assist_id': '13147', 'result': ''}, {'id': '23579826', 'type': 'subst', 'minute': '60', 'extra_min': '', 'team': 'localteam', 'player': 'B. Gueye', 'player_id': '371831', 'assist': 'J. Botaka', 'assist_id': '226803', 'result': ''}, {'id': '23579827', 'type': 'yellowcard', 'minute': '64', 'extra_min': '', 'team': 'localteam', 'player': 'D. Goutas', 'player_id': '262361', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23579828', 'type': 'subst', 'minute': '66', 'extra_min': '', 'team': 'visitorteam', 'player': 'J. Michel', 'player_id': '127034', 'assist': 'A. Benchaib', 'assist_id': '492308', 'result': ''}, {'id': '23579829', 'type': 'subst', 'minute': '73', 'extra_min': '', 'team': 'localteam', 'player': 'D. Dussaut', 'player_id': '208629', 'assist': 'R. Bezus', 'assist_id': '79688', 'result': ''}, {'id': '235798210', 'type': 'yellowcard', 'minute': '76', 'extra_min': '', 'team': 'visitorteam', 'player': 'M. Ticinovic', 'player_id': '36596', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '235798211', 'type': 'yellowred', 'minute': '78', 'extra_min': '', 'team': 'visitorteam', 'player': 'M. Terki', 'player_id': '132312', 'assist': '', 'assist_id': '', 'result': ''}]"
2212258,1102,25.11.2017,2017/2018,16,Freethiel-Stadion (Beveren-Waas),87787,Beveren-Waas,FT,,19:30,6856,Waasland-Beveren,0,6751,Sporting Charleroi,2,[0-0],[0-2],,,,"[{'id': '23593001', 'type': 'yellowcard', 'minute': '5', 'extra_min': '', 'team': 'localteam', 'player': 'I. Thelin', 'player_id': '187768', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23593002', 'type': 'yellowcard', 'minute': '12', 'extra_min': '', 'team': 'visitorteam', 'player': ""F. N'Ganga"", 'player_id': '39450', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23593003', 'type': 'goal', 'minute': '64', 'extra_min': '', 'team': 'visitorteam', 'player': 'G. Hendrickx', 'player_id': '215343', 'assist': 'K. Rezaei', 'assist_id': '102746', 'result': '[0-1]'}, {'id': '23593004', 'type': 'subst', 'minute': '72', 'extra_min': '', 'team': 'visitorteam', 'player': 'C. Diandy', 'player_id': '86749', 'assist': 'M. Fall', 'assist_id': '312180', 'result': ''}, {'id': '23593005', 'type': 'subst', 'minute': '75', 'extra_min': '', 'team': 'localteam', 'player': 'R. Mmaee', 'player_id': '403829', 'assist': 'I. Thelin', 'assist_id': '187768', 'result': ''}, {'id': '23593006', 'type': 'yellowcard', 'minute': '76', 'extra_min': '', 'team': 'visitorteam', 'player': 'N. Fortuna', 'player_id': '306980', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23593007', 'type': 'goal', 'minute': '77', 'extra_min': '', 'team': 'visitorteam', 'player': 'K. Rezaei', 'player_id': '102746', 'assist': '', 'assist_id': '', 'result': '[0-2]'}, {'id': '23593008', 'type': 'subst', 'minute': '82', 'extra_min': '', 'team': 'visitorteam', 'player': 'E. Saglik', 'player_id': '89922', 'assist': 'N. Fortuna', 'assist_id': '306980', 'result': ''}, {'id': '23593009', 'type': 'yellowred', 'minute': '85', 'extra_min': '', 'team': 'visitorteam', 'player': ""F. N'Ganga"", 'player_id': '39450', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '235930010', 'type': 'subst', 'minute': '85', 'extra_min': '', 'team': 'localteam', 'player': 'A. Boljevic', 'player_id': '214386', 'assist': 'T. Dierckx', 'assist_id': '215350', 'result': ''}, {'id': '235930011', 'type': 'subst', 'minute': '87', 'extra_min': '', 'team': 'visitorteam', 'player': 'G. Zajkov', 'player_id': '194667', 'assist': 'C. Benavente', 'assist_id': '180973', 'result': ''}, {'id': '235930012', 'type': 'subst', 'minute': '90', 'extra_min': '1', 'team': 'localteam', 'player': 'O. Myny', 'player_id': '338655', 'assist': 'V. Angban', 'assist_id': '193385', 'result': ''}]"
